"Tag","Text"
"p","The two-day National Seminar on ‘Space Flight: Challenges and Opportunities’ was held in the auditorium of Punjab Engineering College (deemed to be university), Chandigarh on February 01-02, 2019. Notably, the seminar was conducted to commemorate the 16th death anniversary of Dr. Kalpana Chawla, the star alumni of Aerospace Engineering Department of PEC, who disappeared in the sky during Columbia Disaster on 1st February 2003. The event was organized in association with Aeronautical Society of India (Chandigarh Branch) under the sponsorship of TEQIP-III."
"p","Sh. Rajiv Rattan, Director, Science & Technology, Haryana was the Chief Guest in the Seminar where as Dr. S.C. Sharma was the Guest of honour. They inspired the young minds to achieve the target while dreaming high like Kalpana. The seminar was attended by more than one hundred & fifty delegates from all over the country including students, faculty, scientists, and personnel working in the field of space flight."
"p","It was Dr. V. Adimurthy who delivered ‘Dr. Kalpana Chawla Memorial Lecture – 2019’ during inaugural session on day one of the event. The title of the lecture was ‘Space Exploration: Past, Present and the Future’ where Dr. Adimurthy talked about the quest of humanity to explore the unexplored. Starting from the earlier days of ISRO he described how learning by failing held ISRO to generate human resource for the country in the field of space flight. He then put light on some current news like, about achievements of ISRO, he pointed out the simultaneous launch of 104 satellites by PSLV-C37 on 15.02.2017. He put light on future exploration mission by ISRO where after Mars eyes are set on Venus, Titan moon of Saturn."
"p","The first expert lecture was delivered by Dr. Pankaj Priyadarshi from VSSC on multidisciplinary design optimization of aerospace vehicles where he introduced the subject of optimization to students from very basic example of day to day life but finally linked it how it is useful in solving aerospace related problems. In the second expert talk Shri Shyam Mohan N talked about winged re-entry vehicles and ISRO experiments with reusable launch vehicles. These experiments were successfully conducted by ISRO and will be instrumental in India’s dream of manned mission to space. The final lecture of day one was delivered by Sh Ankur Nagpal, scientist from VSSC-ISRO, who discussed about challenges faced during establishment of 1-m Hypersonic tunnel at VSSC. The challenges were immense but were successfully resolved by hard work and team work of Indian scientists/engineers from over 600 industries and institution from all over the country."
"p","The second day of the event started with the talk of Dr. Sudhir Kamle, Professor in the department of Aerospace of IIT Kanpur where he talked about material which are used during space flight and how material behavior changes in low pressure and low temperature environment of space and must be taken care of. He also talked about the success story of JUGNU – the student satellite program of IIT Kanpur."
"p","The second lecture of the day was delivered by Dr. V. Ashok, Deputy Director of VSSC-ISRO, where he talked about aerodynamic and aerothermal problems in launch vehicles. He also gave insights on how problem solving is done in case of space vehicles where regulator norms are even stringent than atmospheric vehicles."
"p","In the third lecture, Sh. Lazar T. Chitilappilly spoke about propulsion research on rockets and scramjet in ISRO. Shri S Rajendran, then enlightened the audience about launch vehicle structures and aero-elasticity problems in space vehicles. It was followed by final talk by Dr. Amarjit Singh of Aerospace Engineering Department of PEC where need of high speed research and facility to such research was discussed by citing examples of such facilities from all over the globe."
"p","Dr. Rakesh Kumar, Professor & Head of Aerospace Engineering Department said that this was a rare opportunity where such a number of eminent Scientists from ISRO, Trivandrum have shared every aspects of space flight and discussed various challenges they faced and are likely to face. Dr. Rakesh advised the participant to take up research in the shared topics, interact with the speakers and contribute to the country in one way or the other. A lot of efforts had been made to gather such eminent speakers from ISRO and the success of seminar will be materialized if the challenges are taken up by the participants."
"p","Dr. Parvendra Kumar, Associate Director of TBRL being the Guest of Honor during the valedictory function talked about the opportunities in the field of Aerospace and distributed certificates to the participants."
"p","Prof. Tushar Siag, coordinator of the event, asked the participants to keep the spark ignited and work in the right direction. Sh. Deepak Lekhi, Co-coordinator of the event, delivered vote of thanks at the end of the seminar."
"p","PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life."
"p","A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India."
"p","PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi."
"p","All Top Stories"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Happenings"
"h3","Institute"
"h3","Dr. Kalpana Chawla Memorial Lecture & National Seminar on ‘Space Flight: Challenges And Opportunities’"
"h3","Top Stories"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 75","https://pec.ac.in/coe/collaborations"
"Title ","Collaborations | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Centre of Excellence in Industrial and Product Design"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 76","https://pec.ac.in/current-students/time-tables"
"Title ","Time Tables | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Students"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"
"h4","Aerospace Engineering"
"h4","Applied Sciences"
"h4","Civil Engineering"
"h4","Computer Science & Engineering"
"h4","Electrical Engineering"
"h4","Electronics and Communication Engineering"
"h4","Mechanical Engineering"
"h4","Materials and Metallurgical Engineering"
"h4","Production & Industrial Engineering"
"h4","Centre of Management & Humanities"
"h4","Cyber Security Research Centre"

"For url: 77","https://pec.ac.in/current-students/examination"
"Title ","Examination | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Students"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"
"h4","Aerospace Engineering"
"h4","Applied Sciences"
"h4","Civil Engineering"
"h4","Computer Science and Engineering"
"h4","Electrical Engineering"
"h4","Electronics and Communication Engineering"
"h4","Mechanical Engineering"
"h4","Materials and Metallurgical Engineering"
"h4","Production and Industrial Engineering"

"For url: 78","https://pec.ac.in/academics/calendar"
"Title ","Academic Calendar | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Programmes"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"
"h4","Academic Calendar for 20211 semester (July-Dec2020)"

"For url: 79","https://pec.ac.in/library"
"Title ","Know Your Library | Punjab Engineering College"
"p","Quick Links"
"p","Central Library offers its services to about 3000 users comprising of undergraduate, postgraduate students and research scholars of different branches of Engineering, Faculty and Staff from various departments of the Institute and retired Faculty of the Institute."
"p","Library is housed in an area of 27000 sq. feet, having two interlinked buildings as Old Block and New Block. New Block is a spacious library extension block consisting of three separate floors with centrally air-conditioning facility."
"p","Library is organized into various sections viz. Circular Section, Periodical Section, Reference Section, Multimedia Section, Newspaper/ Magazine Section, Technical Section, Book Bank (General and book bank SC/ST), Binding Section, which are manned by professionally qualified staff."
"p","Library is member of INDEST-AICTE Consortium under the Ministry of HRD since 2003 and UGC-Infonet Consortium under INFLIBNET since 2011. However, based on the recommendation of an Expert Committee, the MHRD has formed e-ShodhSindhu merging three consortia initiatives, namely UGC-INFONET Digital Library Consortium, NLIST and INDEST-AICTE Consortium."
"p","Lending Services"
"p","Monday to Friday 9 A.M. to 5 P.M."
"p","Reading Halls"
"p","Monday to Friday 9 A.M. to 10 P.M."
"p","Saturday, Sunday and Institute Holidays 9 A.M. to 5 P.M."
"p","During Mid Term and End-Semester exam and a week before End-Semester Exam"
"p","All seven days 9 A.M. to 12 midnight"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Central Library"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 80","https://pec.ac.in/computer-centre"
"Title ","Computer Centre | Punjab Engineering College"
"p","Quick Links"
"p","Computer Centre is central place for campus-wide networking and Internet connectivity. Backbone connectivity initiates from this Centre and caters to more than 1000 nodes across the campus. Centre is equipped with Web Server, Academia Server, E- Mail Server, Security Wall, Bandwidth Management and Data Servers. The Computer centre has network infrastructure consisting routers,firewall,Unified threat management (UTM), manageable layer 2, layer 3 switches. Centre also houses cluster of Windows and Linux based servers for mailing (http://mail.pec.ac.in) and web application hosting. Fiber optic from local ISP terminates for Internet connectivity 32 Mbps (1:1) bandwidth and further emanates to the all departments/sections/hostels. The existing institute network has Fiber backbone whereby all departments/sections/hostels are connected with the computer centre."
"p","Computer centre provides computational facilities to all users in the Institute. Students, staff and faculty from all departments, sections and centres in the campus can obtain accounts to access internet and email services. Computer centre also provides various advanced and special purpose softwares for all the campus users. The centre remains open from 8:00 am to 8:00 pm on weekdays and 9:00am to 5:00 pm on saturdays."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Computer Centre"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 81","https://pec.ac.in/Sports"
"Title ","Physical Education and Sports Department | Punjab Engineering College"
"p","Quick Links"
"p","Welcome to the official homepage of PEC University of Technology's Physical Education & Sports Department.The Institute has several playgrounds and well-maintained athletic track to encourage the students to take part in different games such as Cricket, Hockey, Football, Basketball, Volleyball, Lawn Tennis and Badminton.The Institute has also a Gymnasium-cum-Badminton Hall and a Swimming Pool Complex equipped with all modern facilities."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Sports"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 82","https://pec.ac.in/hostels"
"Title ","Hostels | Punjab Engineering College"
"p","Quick Links"
"p","Punjab Engineering College (Deemed to be University) has adequate hostel facilities for both boys and girls."
"p","There are six hostels out of which four hostels are for boys namely:"
"p","Two hostels for girls namely:"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Institute"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 83","https://pec.ac.in/medical-facilities"
"Title ","Medical Facilities | Punjab Engineering College"
"p","Quick Links"
"p","The institute has a dispensary on campus to meet the first aid and routine medical requirements of the students free of cost. In the dispensary, the consultation is also provided to the members of faculty and staff of the institute. A senior medical officer along with other supporting staff – pharmacist, nursing orderly and ward boy are there to attend the students, faculty and staff."
"p","In case of emergency, patients are referred to GMSH-16 or PGIMER, Chandigarh"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Institute"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 84","https://pec.ac.in/workshops"
"Title ","Workshops | Punjab Engineering College"
"p","Quick Links"
"p","The following workshops impart practical education to the students of the college:"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Institute"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 85","https://pec.ac.in/multimedia"
"Title ","Multimedia | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Institute"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 86","https://pec.ac.in/prospectus"
"Title ","Brochure & Prospectus | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Institute"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 87","https://pec.ac.in/institute/sexual-harassment-complaints-committee"
"Title ","Prevention Prohibition and Redressal Act 2013 of Sexual Harassment of Women at Workplace | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Institute"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 88","https://pec.ac.in/credits"
"Title ","Credits | Punjab Engineering College"
"p","Quick Links"
"p","The entire concept of the website and the design behind it reflects our vision of the institute. What the institute means to all of us and most important of all what it means to be an engineer from Punjab Engineering College (Deemed to be University)."
"p","The whole project is done under the able guidance of Mr.Sanjay Batish, Head, Computer Centre."
"p","The Team Members of the Web Site are:"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Institute"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 89","https://pec.ac.in/web_editor"
"Title ","User account | Punjab Engineering College"
"p","Quick Links"
"p","Enter your Punjab Engineering College username."
"p","Enter the password that accompanies your username."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Web Facilities"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 90","https://pec.ac.in/anti-ragging"
"Title ","Anti-Ragging | Punjab Engineering College"
"p","Quick Links"
"p","Ragging is a cognizable offence and is punishable under Law"
"p","Ragging is totally prohibited in Punjab Engineering College (Deemed to be University), Chandigarh and anyone found guilty of ragging and /or abetting ragging, whether actively or passively, or being a part of a conspiracy to promote ragging, is liable to be punished in accordance with UGC Regulations on Curbing the Menace of Ragging in Higher Educational Institutions, 2009 as well as under the provision of any penal law for the time being in force."
"p","UGC Regulation on Curbing the Menace of Ragging in Higher Educational Institutions, 2009."
"p","Duties:"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Administration"
"h3","Institute"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 91","https://pec.ac.in/privacy-policy"
"Title ","Privacy Policy | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Institute"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 92","https://pec.ac.in/reporting-copyright-infringement"
"Title ","Reporting Copyright Infringement | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Institute"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 93","https://pec.ac.in/institute/email-services#main-content"
"Title ","Webmail | Punjab Engineering College"
"p","Quick Links"
"p","Email Services are provided to Faculty Members and Students of the institute to quickly and easily send electronic files such as text documents, photos and data sheets through an email."
"p","Support: For queries email to : webmaster@pec.edu.in."
"p","Steps to Access pec.edu.in Email: Click here to Download Manual"
"p","New Email Server (mail.pec.edu.in)"
"p","Old Email Server (mail.pec.ac.in)"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Institute"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 94","https://pec.ac.in/top-stories"
"Title ","Top Stories | Punjab Engineering College"
"p","Quick Links"
"p","PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life."
"p","A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India."
"p","PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi."
"p","Workshop on the topic “Role of Geospatial technology in smart city initiatives” was organised by Kalpana Chawla Chair. Sh. Ajoy Sinha highlighted the importance of GIS/GPS in making of Smart Cities."
"p","Institution’s Innovation Council in collaboration with Entrepreneurship and Incubation Cell organized a Regional Mentoring Session on Proof of Concept (PoCs). The session was inaugurated by Dr. Dheeraj Sanghi, Director PEC"
"p","CDGC in association with American Express and PECOSA raised the curtains for the Open House. It is a programme that aims to exhibit the research work, innovative projects, and advanced facilities and laboratories at PEC."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Institute"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 95","https://pec.ac.in/pec-anthem"
"Title ","PEC Anthem | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Institute"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 96","https://pec.ac.in/rules-guidelines-forms"
"Title ","Rules, Guidelines & Forms | Punjab Engineering College"
"p","Quick Links"
"p","Archive"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Institute"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 97","https://pec.ac.in/institute/email-services#0"
"Title ","Webmail | Punjab Engineering College"
"p","Quick Links"
"p","Email Services are provided to Faculty Members and Students of the institute to quickly and easily send electronic files such as text documents, photos and data sheets through an email."
"p","Support: For queries email to : webmaster@pec.edu.in."
"p","Steps to Access pec.edu.in Email: Click here to Download Manual"
"p","New Email Server (mail.pec.edu.in)"
"p","Old Email Server (mail.pec.ac.in)"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Institute"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 98","https://pec.ac.in/jobs#main-content"
"Title ","Jobs | Punjab Engineering College"
"p","Quick Links"
"p","Dean Infrastructure, Planning & Estate PEC intends to engage 01 No. University Engineer & 01 No. Junior Engineer, Civil background for Estate Office. Last date to receive the applications is 14.09.2020."
"p","Applications are invited from Indian national candidates for JRF under one sponsored research project titled “Machine Learning for prediction of Avalanche”"
"p","Note: The last date of receiving of applications is extended till 18.9.2020. The date for conducting an online interview will be communicated with candidates through email."
"p","Archive of Previous job Openings"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Rolling Advertisement"
"h3","Institute"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 99","https://pec.ac.in/jobs#0"
"Title ","Jobs | Punjab Engineering College"
"p","Quick Links"
"p","Dean Infrastructure, Planning & Estate PEC intends to engage 01 No. University Engineer & 01 No. Junior Engineer, Civil background for Estate Office. Last date to receive the applications is 14.09.2020."
"p","Applications are invited from Indian national candidates for JRF under one sponsored research project titled “Machine Learning for prediction of Avalanche”"
"p","Note: The last date of receiving of applications is extended till 18.9.2020. The date for conducting an online interview will be communicated with candidates through email."
"p","Archive of Previous job Openings"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Rolling Advertisement"
"h3","Institute"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 100","https://pec.ac.in/jobs/job-estate-31-8-20"
"Title ","Job Estate 31-8-20 | Punjab Engineering College"
"p","Quick Links"
"p","Dean Infrastructure, Planning & Estate PEC intends to engage 01 No. University Engineer & 01 No. Junior Engineer, Civil background for Estate Office. Last date to receive the applications is 14.09.2020."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Rolling Advertisement"
"h3","Institute"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 101","https://pec.ac.in/jobs/job-18-8-20"
"Title ","Job 18-8-20 | Punjab Engineering College"
"p","Quick Links"
"p","Applications are invited from Indian national candidates for JRF under one sponsored research project titled “Machine Learning for prediction of Avalanche”"
"p","Note: The last date of receiving of applications is extended till 18.9.2020. The date for conducting an online interview will be communicated with candidates through email."
"p","Applications are invited from Indian national candidates possessing the below mentioned qualifications and experience for JRF under one sponsored research project titled “Machine Learning for prediction of Avalanche”. Candidates should forward application by hand /registered post/ speed post on or before the prescribed date and time with complete bio-data as per the prescribed format, giving full details of educational qualifications and experience with attested copies of mark sheets/certificates and experience certificates of the candidates addressed to Dean SR(I&C) latest by 25/8/2020 by 5 pm, Punjab Engineering College, Chandigarh with recent passport size photographs. The fellowship is available for 15 months."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Rolling Advertisement"
"h3","Institute"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"
"Total urls text scraped: 101"
